p1	p2	interaction
Q9H6S0	P60842	binding
P60842	Q9H6S0	binding
Q9H6S0	P42696	binding
P42696	Q9H6S0	binding
Q9H6S0	O00442	binding
O00442	Q9H6S0	binding
Q9H6S0	P78316	binding
P78316	Q9H6S0	binding
Q9H6S0	Q92904	binding
Q92904	Q9H6S0	binding
Q9H6S0	Q08170	binding
Q08170	Q9H6S0	binding
Q9H6S0	Q9BVJ6	binding
Q9BVJ6	Q9H6S0	binding
Q9H6S0	P0DMR1	binding
P0DMR1	Q9H6S0	binding
Q9H6S0	O00567	binding
O00567	Q9H6S0	binding
Q9H6S0	P62995	binding
P62995	Q9H6S0	binding
Q9H6S0	O75494	binding
O75494	Q9H6S0	binding
Q9H6S0	Q64LD2	binding
Q64LD2	Q9H6S0	binding
Q9H6S0	Q9BVI4	binding
Q9BVI4	Q9H6S0	binding
Q9H6S0	Q9HCS7	binding
Q9HCS7	Q9H6S0	binding
Q9H6S0	P09651	binding
P09651	Q9H6S0	binding
Q9H6S0	Q9BV38	binding
Q9BV38	Q9H6S0	binding
Q9H6S0	P15880	binding
P15880	Q9H6S0	binding
Q9H6S0	Q9UKJ3	binding
Q9UKJ3	Q9H6S0	binding
Q149M9	Q9H6S0	reaction
Q9H6S0	Q9NX07	binding
Q9NX07	Q9H6S0	binding
Q9H6S0	P33240	binding
P33240	Q9H6S0	binding
Q9H6S0	O14979	binding
O14979	Q9H6S0	binding
Q9H6S0	Q68CQ4	binding
Q68CQ4	Q9H6S0	binding
Q9H6S0	Q9NV31	binding
Q9NV31	Q9H6S0	binding
Q9H6S0	P46781	binding
P46781	Q9H6S0	binding
Q9H6S0	P23588	binding
P23588	Q9H6S0	binding
Q9H6S0	Q13247	binding
Q13247	Q9H6S0	binding
Q9H6S0	P67870	binding
P67870	Q9H6S0	binding
Q9H6S0	Q14240	binding
Q14240	Q9H6S0	binding
Q9H6S0	Q8TED0	activation
Q9H6S0	Q8WXF0	binding
Q8WXF0	Q9H6S0	binding
Q9H6S0	O75643	binding
O75643	Q9H6S0	binding
Q9H6S0	Q9UBB9	binding
Q9UBB9	Q9H6S0	binding
Q9H6S0	P22087	binding
P22087	Q9H6S0	binding
Q9H6S0	O75529	binding
O75529	Q9H6S0	binding
Q9H6S0	Q99729	binding
Q99729	Q9H6S0	binding
Q9H6S0	P51991	binding
P51991	Q9H6S0	binding
Q9H6S0	Q15269	binding
Q15269	Q9H6S0	binding
Q9H6S0	O43143	binding
O43143	Q9H6S0	binding
Q9H6S0	Q9H0S4	binding
Q9H0S4	Q9H6S0	binding
Q9H6S0	Q5TA45	binding
Q5TA45	Q9H6S0	binding
Q9H6S0	Q9NYH9	binding
Q9NYH9	Q9H6S0	binding
Q9H6S0	Q15542	binding
Q15542	Q9H6S0	binding
Q9H6S0	Q8NI36	binding
Q8NI36	Q9H6S0	binding
Q9H6S0	Q15061	activation
Q9H6S0	Q13151	binding
Q13151	Q9H6S0	binding
Q9H6S0	Q14103	binding
Q14103	Q9H6S0	binding
Q9H6S0	Q8N9W6	binding
Q8N9W6	Q9H6S0	binding
Q9H6S0	O00566	binding
O00566	Q9H6S0	binding
Q9H6S0	O60231	binding
O60231	Q9H6S0	binding
Q9H6S0	Q13595	binding
Q13595	Q9H6S0	binding
Q9H6S0	P98179	binding
P98179	Q9H6S0	binding
Q9H6S0	Q14011	binding
Q14011	Q9H6S0	binding
Q9H6S0	Q32P51	binding
Q32P51	Q9H6S0	binding
Q9H6S0	P26196	binding
P26196	Q9H6S0	binding
Q9H6S0	Q8IY37	binding
Q8IY37	Q9H6S0	binding
Q9H6S0	Q9NRJ5	binding
Q9NRJ5	Q9H6S0	binding
Q9NX61	P27105	binding
P27105	Q9NX61	binding
Q9P0K8	Q96BR1	inhibition
Q96BR1	Q9P0K8	inhibition
Q9P0K8	Q7Z3K3	binding
Q7Z3K3	Q9P0K8	binding
Q9P0K8	Q8WXI9	binding
Q8WXI9	Q9P0K8	binding
Q9P0K8	Q9Y5Z7	inhibition
Q9Y5Z7	Q9P0K8	inhibition
Q9P0K8	P52739	binding
P52739	Q9P0K8	binding
Q9P0K8	Q9BXK1	binding
Q9BXK1	Q9P0K8	binding
Q9P0K8	Q9UQR1	binding
Q9UQR1	Q9P0K8	binding
Q9P0K8	Q15596	binding
Q15596	Q9P0K8	binding
Q9P0K8	P48378	binding
P48378	Q9P0K8	binding
Q9P0K8	Q96EB6	inhibition
Q96EB6	Q9P0K8	inhibition
Q9P0K8	Q06546	binding
Q06546	Q9P0K8	binding
Q9P0K8	P51610	binding
P51610	Q9P0K8	binding
Q9P0K8	P48380	binding
P48380	Q9P0K8	binding
Q9P0K8	Q9NSC2	binding
Q9NSC2	Q9P0K8	binding
Q9P0K8	Q9UHF7	binding
Q9UHF7	Q9P0K8	binding
Q9P0K8	P01137	expression
Q9P0K8	Q9H582	binding
Q9H582	Q9P0K8	binding
Q9P0K8	Q9HBE1	binding
Q9HBE1	Q9P0K8	binding
Q9P0K8	P04150	binding
P04150	Q9P0K8	binding
Q9P0K8	Q96RG2	ptmod
Q96RG2	Q9P0K8	ptmod
Q9P0K8	P28370	binding
P28370	Q9P0K8	binding
Q9P0K8	Q9NXA8	inhibition
Q9NXA8	Q9P0K8	inhibition
P19438	O43318	binding
O43318	P19438	binding
P20333	P19438	binding
P0CG48	P19438	reaction
P19438	Q9NQC7	binding
Q9NQC7	P19438	binding
Q12933	P19438	catalysis
Q14790	P19438	catalysis
P19438	P42575	binding
P42575	P19438	binding
Q8WXG6	P19438	binding
P19438	Q9UER7	activation
Q9UER7	P19438	activation
P19438	O95429	reaction
O95429	P19438	reaction
P55957	P19438	catalysis
P19438	P41743	binding
P19438	Q13490	binding
Q13490	P19438	binding
P19438	P25445	binding
P25445	P19438	binding
P19438	Q13489	binding
P19438	P98170	binding
P98170	P19438	binding
P19438	P11142	binding
P11142	P19438	binding
P01375	P19438	reaction
P19438	Q06643	catalysis
P19438	Q05513	binding
Q05513	P19438	binding
P19438	O95817	binding
O95817	P19438	binding
P19438	Q13158	activation
Q13158	P19438	activation
P19438	P78560	binding
P19438	P63244	binding
P63244	P19438	binding
P19438	Q13546	binding
Q13546	P19438	binding
P19438	P23458	binding
P23458	P19438	binding
P19438	Q9BYM8	binding
Q9BYM8	P19438	binding
P19438	Q9Y4K3	activation
Q9Y4K3	P19438	activation
P19438	Q13077	reaction
Q13077	P19438	reaction
P19438	P01374	catalysis
P19438	O15111	binding
O15111	P19438	binding
P19438	Q93038	binding
Q93038	P19438	binding
P19438	Q96DZ5	activation
P19438	Q9H0F6	binding
Q9H0F6	P19438	binding
O95150	P19438	reaction
P19438	P42224	catalysis
P19438	Q13107	catalysis
P19438	Q92636	binding
Q92636	P19438	binding
Q15628	P19438	binding
P19438	Q6GQQ9	catalysis
P19438	P62979	reaction
P62979	P19438	reaction
P21580	P19438	catalysis
P19438	O14920	activation
O14920	P19438	activation
P19438	Q9Y6K9	binding
Q9Y6K9	P19438	binding
P19438	O75604	inhibition
P19438	Q9NS23	binding
Q9NS23	P19438	binding
P19438	P0CG47	reaction
P0CG47	P19438	reaction
P17405	P19438	activation
P19438	Q03135	catalysis
P19438	Q969G6	binding
Q969G6	P19438	binding
P62987	P19438	reaction
P19438	Q96EP0	binding
Q96EP0	P19438	binding
P19438	O00463	activation
O00463	P19438	activation
Q8TBA6	Q9H267	binding
Q9H267	Q8TBA6	binding
Q8TBA6	P62820	binding
P62820	Q8TBA6	binding
Q8TBA6	P39880	binding
P39880	Q8TBA6	binding
Q8TBA6	Q96AX1	binding
Q96AX1	Q8TBA6	binding
P62714	Q15173	catalysis
Q15173	P67775	binding
P67775	Q15173	binding
P49840	Q15173	reaction
P36873	Q15173	reaction
O43683	Q15173	activation
Q6VAB6	Q15173	catalysis
Q15691	Q15173	catalysis
P46695	Q15173	reaction
O75122	Q15173	activation
Q15173	Q9UQE7	reaction
Q9UQE7	Q15173	reaction
P30154	Q15173	catalysis
Q99661	Q15173	activation
Q15173	P49841	binding
P49841	Q15173	binding
Q15173	P14616	catalysis
P62140	Q15173	activation
O15392	Q15173	catalysis
Q15173	O00139	activation
Q15173	Q2NKX8	binding
Q2NKX8	Q15173	binding
Q9NTI5	Q15173	catalysis
P01112	Q15173	catalysis
Q13257	Q15173	catalysis
Q15173	Q5FBB7	reaction
Q5FBB7	Q15173	reaction
Q15173	Q29RF7	catalysis
Q15173	O75832	catalysis
Q15173	Q66LE6	binding
Q66LE6	Q15173	binding
Q15173	Q6NUP7	binding
Q6NUP7	Q15173	binding
P30153	Q15173	catalysis
Q15173	P28482	catalysis
Q15173	P06493	catalysis
Q15173	P07947	reaction
P07947	Q15173	reaction
Q15173	Q15257	binding
Q15257	Q15173	binding
Q15173	P51959	binding
P51959	Q15173	binding
Q15173	O00305	ptmod
O00305	Q15173	ptmod
Q12834	Q15173	activation
Q9Y243	Q15173	catalysis
Q15173	O15169	binding
O15169	Q15173	binding
Q15173	Q5S007	binding
Q5S007	Q15173	binding
Q7Z460	Q15173	activation
Q15173	Q96GD4	binding
Q96GD4	Q15173	binding
Q9Y6D9	Q15173	activation
P15056	Q15173	catalysis
Q8N4N8	Q15173	activation
Q14683	Q15173	catalysis
P62136	Q15173	activation
Q15173	P16298	binding
P16298	Q15173	binding
Q15173	P48729	reaction
Q15173	P14635	catalysis
Q15173	P12931	catalysis
Q15173	Q05823	catalysis
Q15173	Q9P260	reaction
P31946	Q15173	catalysis
P31751	Q15173	catalysis
O60566	Q15173	reaction
Q15173	Q8NI77	binding
Q8NI77	Q15173	binding
Q15173	Q02641	inhibition
Q02641	Q15173	inhibition
Q15173	Q38SD2	binding
Q38SD2	Q15173	binding
P48730	Q15173	catalysis
Q15173	P06213	catalysis
P49674	Q15173	catalysis
Q15173	P54284	ptmod
P54284	Q15173	ptmod
P10398	Q15173	catalysis
Q15173	O95067	catalysis
P42685	Q15173	reaction
P06239	Q15173	reaction
P27448	Q15173	catalysis
Q15173	O00743	binding
O00743	Q15173	binding
Q8IVT5	Q15173	catalysis
Q15173	O14974	binding
O14974	Q15173	binding
P01111	Q15173	catalysis
Q15173	O95476	binding
O95476	Q15173	binding
Q15173	P06241	catalysis
P07948	Q15173	reaction
Q15173	P49450	binding
P49450	Q15173	binding
Q15173	P31749	ptmod
P31749	Q15173	ptmod
Q15173	P56704	activation
Q15173	P48454	binding
P48454	Q15173	binding
P04049	Q15173	catalysis
Q15173	Q8TF05	binding
Q8TF05	Q15173	binding
Q15173	Q08209	binding
Q08209	Q15173	binding
Q15173	P60953	activation
Q15173	Q00005	binding
Q00005	Q15173	binding
Q15173	P55036	catalysis
Q15173	P60510	binding
P60510	Q15173	binding
Q15173	Q08289	ptmod
Q08289	Q15173	ptmod
P01116	Q15173	catalysis
Q15173	P63151	binding
P63151	Q15173	binding
Q15173	Q9Y2T4	binding
Q9Y2T4	Q15173	binding
A6NKT7	P11217	reaction
P11217	Q86V35	ptmod
Q86V35	P11217	ptmod
P11217	Q5VUJ9	activation
Q5VUJ9	P11217	activation
P11217	P02585	catalysis
P11217	Q9BXU9	catalysis
P11217	A8MZ26	activation
A8MZ26	P11217	activation
P11217	P15735	catalysis
P11217	P0DP24	reaction
P11217	P08195	binding
P08195	P11217	binding
P11217	P22676	catalysis
P11217	O76038	activation
O76038	P11217	activation
P11217	P27482	ptmod
P27482	P11217	ptmod
P11217	P0DP24	catalysis
P11217	Q5THR3	catalysis
P11217	P11216	binding
P11216	P11217	binding
P11217	P36871	binding
P36871	P11217	binding
P11217	Q96GE6	ptmod
Q96GE6	P11217	ptmod
P11217	Q15124	reaction
P11217	P05937	catalysis
P11217	P55008	catalysis
O15488	P11217	reaction
P11217	Q96IJ6	binding
Q96IJ6	P11217	binding
Q99666	P11217	reaction
P11217	P19961	binding
P19961	P11217	binding
P11217	A8K855	ptmod
A8K855	P11217	ptmod
P11217	O14715	reaction
P11217	P06737	binding
P06737	P11217	binding
P11217	Q7Z572	catalysis
P46976	P11217	reaction
P11217	Q5S007	ptmod
Q5S007	P11217	ptmod
P11217	Q9BUY7	activation
Q9BUY7	P11217	activation
Q05823	P11217	reaction
P11217	Q8TD86	activation
Q8TD86	P11217	activation
P11217	Q9BQI0	activation
Q9BQI0	P11217	activation
P11217	Q16816	ptmod
Q16816	P11217	ptmod
P11217	P09972	reaction
P11217	Q7Z3J3	reaction
P11217	P63316	activation
P63316	P11217	activation
P0DP24	P11217	reaction
P11217	P04746	binding
P04746	P11217	binding
P11217	Q9NZT1	catalysis
P11217	Q8N7B9	catalysis
P11217	P57796	catalysis
P11217	P0CE72	catalysis
P11217	Q9NPB3	ptmod
Q9NPB3	P11217	ptmod
P11217	Q9NZU7	ptmod
Q9NZU7	P11217	ptmod
P11217	Q9NP86	activation
Q9NP86	P11217	activation
P11217	P58872	activation
P58872	P11217	activation
P11217	P15259	reaction
P11217	P20472	catalysis
P43487	P11217	reaction
P11217	P0DJD1	reaction
P11217	Q9Y572	ptmod
Q9Y572	P11217	ptmod
P11217	P0CE71	catalysis
P11217	Q9Y5P6	binding
Q9Y5P6	P11217	binding
P11217	P0DJD0	reaction
P11217	P0DTE7	binding
P0DTE7	P11217	binding
P11217	Q04446	binding
Q04446	P11217	binding
P11217	Q07837	binding
Q07837	P11217	binding
Q9H9S0	P20749	expression
P20749	P62987	binding
P62987	P20749	binding
P20749	P35998	catalysis
P62979	P20749	catalysis
O60861	P20749	reaction
P20749	P25788	catalysis
P20749	P06241	binding
P06241	P20749	binding
P20749	Q92905	catalysis
P20749	P17980	catalysis
P20749	P31749	activation
O14976	P20749	reaction
P20749	Q9Y6K9	activation
Q9Y6K9	P20749	activation
P20749	P51665	catalysis
P20749	Q6Q0C0	catalysis
P20749	Q02246	activation
P20749	O00232	catalysis
P20749	Q13617	reaction
P20749	Q13200	catalysis
Q8TBB1	P20749	catalysis
P20749	P42345	expression
P20749	P19838	binding
P19838	P20749	binding
P20749	Q04206	binding
Q04206	P20749	binding
P20749	P05412	binding
P05412	P20749	binding
P20749	P84022	binding
P84022	P20749	binding
P20749	Q93034	catalysis
P20749	Q00653	binding
Q00653	P20749	binding
P20749	Q9UNM6	catalysis
P20749	Q15008	catalysis
P20749	Q99460	catalysis
P20749	Q13363	binding
Q13363	P20749	binding
P20749	O43242	catalysis
P20749	P40763	activation
P20749	Q96EB6	activation
P20749	Q04864	binding
Q04864	P20749	binding
P00533	P20749	activation
Q1L5Z9	P20749	catalysis
P20749	P28066	catalysis
P20749	P61201	catalysis
P20749	O00743	binding
O00743	P20749	binding
P20749	P28482	ptmod
P20749	Q01201	binding
Q01201	P20749	binding
Q92521	O60762	binding
O60762	Q92521	binding
Q92521	P49755	binding
P49755	Q92521	binding
P81277	P49683	binding
P49683	P81277	binding
P02751	O95633	catalysis
O95633	P08476	binding
P08476	O95633	binding
O95633	P07237	catalysis
O95633	Q15084	catalysis
Q9NRM1	O95633	catalysis
P12644	O95633	catalysis
P12643	O95633	catalysis
O95972	O95633	reaction
O95633	P09529	binding
P09529	O95633	binding
P29322	Q9NQ66	activation
Q9NQ66	P29322	activation
P29322	Q92529	activation
Q92529	P29322	activation
P29322	Q15147	activation
Q15147	P29322	activation
P29322	O43921	reaction
O43921	P29322	reaction
Q8IVU1	P29322	catalysis
P29322	Q96BR1	binding
Q96BR1	P29322	binding
P29322	Q15768	reaction
Q15768	P29322	reaction
P29322	Q01970	activation
Q01970	P29322	activation
P52797	P29322	catalysis
P29322	P20783	activation
P20783	P29322	activation
P29322	P52803	catalysis
P29322	Q8TDM6	binding
Q8TDM6	P29322	binding
P24666	P29322	ptmod
P29322	Q96LW2	ptmod
Q96LW2	P29322	ptmod
P29322	P62993	activation
P62993	P29322	activation
P29322	Q15811	reaction
P29322	Q86YT6	activation
Q86YT6	P29322	activation
P29322	O14936	binding
O14936	P29322	binding
P29322	P34130	activation
P34130	P29322	activation
P29322	P01308	activation
P01308	P29322	activation
P29322	P52798	reaction
P29322	P05019	activation
P05019	P29322	activation
P29322	A4D2P6	reaction
P29322	Q00722	activation
Q00722	P29322	activation
P29322	P46108	activation
P46108	P29322	activation
P48736	P29322	catalysis
P29322	P42684	activation
P42684	P29322	activation
P29322	Q13588	binding
Q13588	P29322	binding
P29322	O75791	binding
O75791	P29322	binding
P29322	P23560	activation
P23560	P29322	activation
P29322	P20936	activation
P20936	P29322	activation
P20827	P29322	catalysis
P29322	Q9Y4H2	activation
Q9Y4H2	P29322	activation
P29322	P98172	reaction
P98172	P29322	reaction
P29322	P98077	activation
P98077	P29322	activation
P29322	F8WCM5	activation
F8WCM5	P29322	activation
P29322	O15294	activation
O15294	P29322	activation
P29322	Q92625	binding
Q92625	P29322	binding
P29322	Q8TBB1	binding
Q8TBB1	P29322	binding
P29322	Q5TCQ9	binding
Q5TCQ9	P29322	binding
Q9NZM3	P29322	reaction
P29322	Q8N5V2	activation
Q8N5V2	P29322	activation
P29322	P46109	activation
P46109	P29322	activation
P29322	Q6S5L8	activation
Q6S5L8	P29322	activation
P29322	Q96AX9	activation
Q96AX9	P29322	activation
P29322	Q6ZS11	binding
Q6ZS11	P29322	binding
P29322	P35568	activation
P35568	P29322	activation
P29322	P00519	activation
P00519	P29322	activation
P29322	P29353	activation
P29353	P29322	activation
P29322	P01138	activation
P01138	P29322	activation
P29322	P01344	activation
P01344	P29322	activation
Q92968	Q15645	catalysis
Q15645	Q8TAT6	catalysis
O00232	Q15645	reaction
Q15645	Q04323	binding
Q04323	Q15645	binding
Q15645	P27694	binding
P27694	Q15645	binding
Q15645	Q96DZ1	binding
Q96DZ1	Q15645	binding
Q15645	O00623	reaction
O00623	Q15645	reaction
Q15645	O94888	binding
O94888	Q15645	binding
Q15645	Q9UNM6	reaction
Q15645	Q92890	catalysis
Q86XD8	Q15645	reaction
Q15645	P10828	binding
P10828	Q15645	binding
Q15645	Q9BXT8	binding
Q9BXT8	Q15645	binding
Q15645	Q13438	reaction
Q13438	Q15645	reaction
Q15645	Q13190	reaction
Q13190	Q15645	reaction
Q15645	Q99460	reaction
Q15645	P54920	catalysis
Q15008	Q15645	reaction
P25787	Q15645	reaction
Q15645	Q9P2W9	reaction
Q9P2W9	Q15645	reaction
Q15645	Q9BZV1	binding
Q9BZV1	Q15645	binding
Q15645	P61201	reaction
Q15645	Q9H040	reaction
Q15645	Q9H115	reaction
Q9H115	Q15645	reaction
O00231	Q15645	reaction
Q15645	P27348	binding
P27348	Q15645	binding
Q15645	Q9H8Y5	binding
Q9H8Y5	Q15645	binding
Q15645	Q9BZE9	binding
Q9BZE9	Q15645	binding
Q15645	P63104	binding
P63104	Q15645	binding
Q15645	Q9H3M9	binding
Q9H3M9	Q15645	binding
Q15645	P01106	activation
Q7L8A9	Q8N300	binding
Q8N300	Q7L8A9	binding
P02533	P78386	binding
P78386	P02533	binding
P02533	P13647	binding
P13647	P02533	binding
P02533	P19013	binding
P19013	P02533	binding
P02533	Q9BT92	binding
Q9BT92	P02533	binding
P02533	P48668	binding
P48668	P02533	binding
P02533	O95678	binding
O95678	P02533	binding
P02533	P08729	binding
P08729	P02533	binding
P02533	Q9NSB4	binding
Q9NSB4	P02533	binding
P02533	Q3SY84	binding
Q3SY84	P02533	binding
P02533	P78385	binding
P78385	P02533	binding
P02533	O43790	binding
O43790	P02533	binding
P02533	Q86Y46	binding
Q86Y46	P02533	binding
P02533	Q8N1N4	binding
Q8N1N4	P02533	binding
P02533	Q5XKE5	binding
Q5XKE5	P02533	binding
P02533	Q7RTS7	binding
Q7RTS7	P02533	binding
P02533	P04264	binding
P04264	P02533	binding
P02533	Q14533	binding
Q14533	P02533	binding
P02533	P05787	binding
P05787	P02533	binding
P02533	P02538	binding
P02538	P02533	binding
P02533	P12035	binding
P12035	P02533	binding
P02533	Q14CN4	binding
Q14CN4	P02533	binding
P02533	Q587J8	binding
Q587J8	P02533	binding
P02533	P04259	binding
P04259	P02533	binding
P02533	Q7Z794	binding
Q7Z794	P02533	binding
P02533	Q9NSB2	binding
Q9NSB2	P02533	binding
P02533	Q01546	binding
Q01546	P02533	binding
P02533	Q6KB66	binding
Q6KB66	P02533	binding
P35900	Q9NSB2	binding
Q9NSB2	P35900	binding
P35900	Q14533	binding
Q14533	P35900	binding
P35900	P04264	binding
P04264	P35900	binding
P35900	Q3SY84	binding
Q3SY84	P35900	binding
P35900	P12035	binding
P12035	P35900	binding
P35900	P78385	binding
P78385	P35900	binding
P35900	Q86Y46	binding
Q86Y46	P35900	binding
P35900	Q5XKE5	binding
Q5XKE5	P35900	binding
P35900	Q7Z794	binding
Q7Z794	P35900	binding
P35900	Q14CN4	binding
Q14CN4	P35900	binding
P35900	Q587J8	binding
Q587J8	P35900	binding
P35900	O95678	binding
O95678	P35900	binding
P35900	O43790	binding
O43790	P35900	binding
P35900	Q8N1N4	binding
Q8N1N4	P35900	binding
P35900	Q7RTS7	binding
Q7RTS7	P35900	binding
P35900	Q9NSB4	binding
Q9NSB4	P35900	binding
P35900	P02538	binding
P02538	P35900	binding
P35900	P48668	binding
P48668	P35900	binding
P35900	P08729	binding
P08729	P35900	binding
P35900	P19013	binding
P19013	P35900	binding
P35900	Q6KB66	binding
Q6KB66	P35900	binding
P35900	P13647	binding
P13647	P35900	binding
P35900	P05787	binding
P05787	P35900	binding
P35900	P04259	binding
P04259	P35900	binding
P35900	Q01546	binding
Q01546	P35900	binding
P35900	P78386	binding
P78386	P35900	binding
Q13103	Q8IXL6	reaction
Q99714	O75569	binding
O75569	Q99714	binding
Q99714	Q14CZ7	binding
Q14CZ7	Q99714	binding
Q99714	Q15633	binding
Q15633	Q99714	binding
Q99714	P55084	binding
P55084	Q99714	binding
Q99714	Q7L0Y3	binding
Q7L0Y3	Q99714	binding
Q99714	P05067	binding
P05067	Q99714	binding
Q99714	P42765	binding
P42765	Q99714	binding
Q99714	O15091	binding
O15091	Q99714	binding
Q99714	Q6PF06	binding
Q6PF06	Q99714	binding
Q99714	Q8TBZ6	binding
Q8TBZ6	Q99714	binding
P08620	P22455	reaction
P22455	P08620	reaction
P08620	Q06124	catalysis
P08620	Q8N441	reaction
Q8N441	P08620	reaction
P08620	P22681	catalysis
P08620	P22607	activation
P22607	P08620	activation
P08620	Q9NZU0	binding
Q9NZU0	P08620	binding
P08620	P07949	inhibition
P08620	P11362	reaction
P08620	Q9UJU2	expression
P01112	P08620	catalysis
P01111	P08620	catalysis
P08620	Q07889	binding
Q07889	P08620	binding
P08620	P21802	activation
P21802	P08620	activation
P08620	Q14512	activation
P19174	P08620	catalysis
P08620	P29317	activation
P29317	P08620	activation
P08620	P10721	activation
P10721	P08620	activation
P01116	P08620	activation
P08620	P16234	activation
P16234	P08620	activation
P08620	P35916	activation
P35916	P08620	activation
P08620	P06213	activation
P06213	P08620	activation
P08620	P35968	activation
P35968	P08620	activation
P08620	Q9NZU1	binding
Q9NZU1	P08620	binding
P08620	P36888	activation
P36888	P08620	activation
P08620	P35590	activation
P35590	P08620	activation
P08620	P07333	activation
P07333	P08620	activation
P08620	Q16620	activation
Q16620	P08620	activation
P08620	P17948	activation
P17948	P08620	activation
P08620	P08581	activation
P08581	P08620	activation
P08620	P09619	activation
P09619	P08620	activation
P08620	P04629	activation
P04629	P08620	activation
P08620	Q02763	activation
Q02763	P08620	activation
Q9BVV7	Q5SRD1	reaction
Q9BVV7	Q3ZCQ8	reaction
Q3ZCQ8	Q9BVV7	reaction
Q9BVV7	O75439	catalysis
Q9BVV7	Q9NVM6	binding
Q9NVM6	Q9BVV7	binding
Q9BVV7	Q9Y5T4	binding
Q9Y5T4	Q9BVV7	binding
Q9BVV7	O95169	reaction
O95169	Q9BVV7	reaction
O14925	Q9BVV7	reaction
O60830	Q9BVV7	catalysis
Q9BVV7	Q99595	binding
Q99595	Q9BVV7	binding
Q9BVV7	Q8WVY7	binding
Q8WVY7	Q9BVV7	binding
Q96DA6	Q9BVV7	reaction
Q9BVV7	Q9NNZ3	binding
Q9NNZ3	Q9BVV7	binding
Q9BVV7	Q9NYQ3	binding
Q9NYQ3	Q9BVV7	binding
Q9BVV7	Q9UKB3	binding
Q9UKB3	Q9BVV7	binding
Q9BVV7	Q9Y3D7	binding
Q9Y3D7	Q9BVV7	binding
Q9BVV7	Q9UJM8	catalysis
Q9BVV7	Q96LL9	binding
Q96LL9	Q9BVV7	binding
Q9BVV7	P31930	catalysis
Q9BVV7	Q9Y584	binding
Q9Y584	Q9BVV7	binding
Q9BVV7	O95476	binding
O95476	Q9BVV7	binding
Q9BVV7	O15194	binding
O15194	Q9BVV7	binding
Q9BVV7	O43615	catalysis
Q9BVV7	Q05D32	binding
Q05D32	Q9BVV7	binding
Q9BVV7	Q9NYJ1	binding
Q9NYJ1	Q9BVV7	binding
Q9BVV7	Q9Y5B0	binding
Q9Y5B0	Q9BVV7	binding
Q9BVV7	Q8WXX5	binding
Q8WXX5	Q9BVV7	binding
Q9BVV7	Q9GZU7	binding
Q9GZU7	Q9BVV7	binding
Q9BVV7	O14595	binding
O14595	Q9BVV7	binding
Q9BVV7	P60602	binding
P60602	Q9BVV7	binding
Q9BVV7	Q10713	catalysis
Q8N1G1	O75586	binding
O75586	Q8N1G1	binding
Q8N1G1	Q6NWY9	binding
Q6NWY9	Q8N1G1	binding
Q8N1G1	P12004	binding
P12004	Q8N1G1	binding
Q8N1G1	Q9Y3B8	binding
Q9Y3B8	Q8N1G1	binding
Q8N1G1	Q58A45	binding
Q58A45	Q8N1G1	binding
Q9H000	Q96JY6	binding
Q96JY6	Q9H000	binding
Q14494	Q14145	ptmod
Q9NYG5	Q14145	reaction
Q14145	Q15843	reaction
Q14145	Q13616	catalysis
O94972	Q14145	reaction
Q14145	O00762	reaction
P62253	Q14145	reaction
Q14145	P49427	reaction
Q14145	O94844	binding
O94844	Q14145	binding
Q05516	Q14145	reaction
Q14145	P49459	reaction
Q9Y385	Q14145	reaction
P51965	Q14145	catalysis
P61088	Q14145	reaction
Q9UBF6	Q14145	reaction
Q9UH77	Q14145	catalysis
Q96AX9	Q14145	reaction
P62979	Q14145	catalysis
Q8TBB1	Q14145	reaction
Q14145	Q9Y297	reaction
Q13617	Q14145	catalysis
Q14145	Q712K3	reaction
Q712K3	Q14145	reaction
P0CG47	Q14145	catalysis
Q14145	Q8WTS6	expression
Q14145	P62877	catalysis
Q14145	Q13618	reaction
Q14145	P41226	reaction
Q86YT6	Q14145	catalysis
Q14145	Q9C0C9	reaction
Q9C0C9	Q14145	reaction
Q14145	Q93034	catalysis
Q14145	Q9H832	reaction
Q9H832	Q14145	reaction
Q14145	Q13501	binding
Q13501	Q14145	binding
Q14145	Q969P5	catalysis
Q16763	Q14145	catalysis
P51668	Q14145	catalysis
Q14145	P0CG48	catalysis
Q96B02	Q14145	reaction
Q14145	Q86Y37	binding
Q86Y37	Q14145	binding
Q14145	P61077	binding
P61077	Q14145	binding
Q14145	Q5VVX9	reaction
Q14145	Q969T4	reaction
Q969T4	Q14145	reaction
P36897	Q14145	catalysis
P61086	Q14145	catalysis
Q14145	Q969S2	binding
Q969S2	Q14145	binding
Q14145	Q16620	expression
Q9Y4E8	Q14145	reaction
P63146	Q14145	reaction
Q6PCT2	Q14145	catalysis
Q14145	P62837	binding
P62837	Q14145	binding
Q96LR5	Q14145	catalysis
Q14145	O14933	reaction
Q14145	Q8IZL9	binding
Q8IZL9	Q14145	binding
Q14145	Q16236	binding
Q16236	Q14145	binding
Q14145	P07900	binding
P07900	Q14145	binding
Q14145	O75832	binding
O75832	Q14145	binding
Q14145	Q9UKB1	catalysis
Q14145	Q9Y2X8	reaction
Q14145	Q9BYZ6	binding
Q9BYZ6	Q14145	binding
Q86YC2	Q14145	ptmod
Q14145	O14682	binding
O14682	Q14145	binding
Q14145	Q9GZQ8	binding
Q9GZQ8	Q14145	binding
